name,city,country,code
Namsang Airport,Namsang,Burma,NMS
Namtu Airport,Naypyidaw,Burma,NMT
Kenitra Airport,Kentira,Morocco,NNA
Santa Ana Airport,Santa Ana,Solomon Islands,NNB
Nanning Wuxu Airport,Nanning,China,NNG
Nondalton Airport,Nondalton,United States,NNL
Naryan Mar Airport,Naryan-Mar,Russia,NNM
Connemara Regional Airport,Indreabhan,Ireland,NNR
Nan Airport,Nan,Thailand,NNT
Nunukan Airport,Nunukan-Nunukan Island,Indonesia,NNX
Nanyang Jiangying Airport,Nanyang,China,NNY
Nowra Airport,Nowra,Australia,NOA
Nosara Airport,Nosara Beach,Costa Rica,NOB
Ireland West Knock Airport,Connaught,Ireland,NOC
Norden-Norddeich Airport,Norden,Germany,NOD
Nogales International Airport,Nogales,Mexico,NOG
Noyabrsk Airport,Noyabrsk,Russia,NOJ
Nonouti Airport,Nonouti,Kiribati,NON
Sinop Airport,Sinop,Turkey,NOP
Norðfjörður Airport,Nordfjordur,Iceland,NOR
Fascene Airport,Nosy-be,Madagascar,NOS
Marin County Airport - Gnoss Field,Novato,United States,NOT
La Tontouta International Airport,Noumea,New Caledonia,NOU
Nova Lisboa Airport,Huambo,Angola,NOV
Spichenkovo Airport,Novokuznetsk,Russia,NOZ
Pensacola Naval Air Station/Forrest Sherman Field,Pensacola,United States,NPA
Hawke's Bay Airport,NAPIER,New Zealand,NPE
New Plymouth Airport,New Plymouth,New Zealand,NPL
Nanga Pinoh Airport,Nangapinoh,Indonesia,NPO
Novo Progresso Airport,Novo Progresso,Brazil,NPR
Millington-Memphis Airport,Millington,United States,NQA
Kingsville Naval Air Station,Kingsville,United States,NQI
Presidente Peron Airport,Neuquen,Argentina,NQN
Nottingham Airport,Nottingham,United Kingdom,NQT
Reyes Murillo Airport,Nuquí,Colombia,NQU
Naval Air Station Key West/Boca Chica Field,Key West,United States,NQX
Newquay Cornwall Airport,Newquai,United Kingdom,NQY
Narrandera Airport,Narrandera,Australia,NRA
Naval Station Mayport (Admiral David L. Mcdonald Field),Mayport,United States,NRB
Norderney Airport,Norderney,Germany,NRD
Namrole Airport,Buru Island,Indonesia,NRE
Norrköping Airport,Norrkoeping,Sweden,NRK
North Ronaldsay Airport,North Ronaldsay,United Kingdom,NRL
Weeze Airport,Weeze,Germany,NRN
José Aponte de la Torre Airport,Ceiba,Puerto Rico,NRR
Narita International Airport,Tokyo,Japan,NRT
Whiting Field Naval Air Station - North,Milton,United States,NSE
Noshahr Airport,Noshahr,Iran,NSH
Yaoundé Nsimalen International Airport,Yaounde,Cameroon,NSI
Norilsk-Alykel Airport,Norilsk,Russia,NSK
Nelson Airport,Nelson,New Zealand,NSN
Scone Airport,Scone,Australia,NSO
Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,NST
Sigonella Navy Air Base,Sigonella,Italy,NSY
Notodden Airport,Notodden,Norway,NTB
Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,United States,NTD
Nantes Atlantique Airport,Nantes,France,NTE
Stenkol Airport,Bintuni,Indonesia,NTI
Newcastle Airport,Newcastle,Australia,NTL
Normanton Airport,Normanton,Australia,NTN
Noto Airport,Wajima,Japan,NTQ
Del Norte International Airport,Monterrey,Mexico,NTR
Kuini Lavenia Airport,Niuatoputapu,Tonga,NTT
Oceana Naval Air Station,Oceana,United States,NTU
Ranai Airport,Ranai-Natuna Besar Island,Indonesia,NTX
Pilanesberg International Airport,Pilanesberg,South Africa,NTY
Nuremberg Airport,Nuernberg,Germany,NUE
Nuiqsut Airport,Nuiqsut,United States,NUI
Nukutavake Airport,Nukutavake,French Polynesia,NUK
Nulato Airport,Nulato,United States,NUL
Moffett Federal Airfield,Mountain View,United States,NUQ
Norsup Airport,Norsup,Vanuatu,NUS
Whidbey Island Naval Air Station (Ault Field),Whidbey Island,United States,NUW
Novy Urengoy Airport,Novy Urengoy,Russia,NUX
Benito Salas Airport,Neiva,Colombia,NVA
Navoi Airport,Navoi,Uzbekistan,NVI
Narvik Framnes Airport,Narvik,Norway,NVK
Novo Aripuanã Airport,Novo Aripuana,Brazil,NVP
Nevers-Fourchambault Airport,Nevers,France,NVS
Ministro Victor Konder International Airport,Navegantes,Brazil,NVT
Mohéli Bandar Es Eslam Airport,Moheli,Comoros,NWA
Norwich International Airport,Norwich,United Kingdom,NWI
Willow Grove Naval Air Station/Joint Reserve Base,Willow Grove,United States,NXX
Nyagan Airport,Nyagan,Russia,NYA
Nyeri Airport,NYERI,Kenya,NYE
Sunyani Airport,Sunyani,Ghana,NYI
Nanyuki Airport,Nanyuki,Kenya,NYK
Nadym Airport,Nadym,Russia,NYM
Stockholm Skavsta Airport,Stockholm,Sweden,NYO
Nyurba Airport,Nyurba,Russia,NYR
Naypyidaw Airport,Naypyidaw,Burma,NYT
Bagan Airport,Bagan,Burma,NYU
Monywar Airport,Monywa,Burma,NYW
Nzagi Airport,Nzagi,Angola,NZA
Maria Reiche Neuman Airport,Nazca,Peru,NZC
Nzérékoré Airport,Nzerekore,Guinea,NZE
Manzhouli Xijiao Airport,Manzhouli,China,NZH
El Toro Marine Corps Air Station,Santa Ana,United States,NZJ
Chengjisihan Airport,Zhalantun,China,NZL
North Island Naval Air Station-Halsey Field,San Diego,United States,NZY
Shank Air Base,Shank,Afghanistan,OAA
Orange Airport,Orange,Australia,OAG
Shindand Airport,Shindand,Afghanistan,OAH
Bagram Air Base,Kabul,Afghanistan,OAI
Albert J Ellis Airport,Jacksonville NC,United States,OAJ
Metropolitan Oakland International Airport,Oakland,United States,OAK
Cacoal Airport,Cacoal,Brazil,OAL
Oamaru Airport,Oamaru,New Zealand,OAM
Marina Municipal Airport,Fort Ord,United States,OAR
Sharana Airstrip,Sharona,Afghanistan,OAS
Xoxocotlán International Airport,Oaxaca,Mexico,OAX
Camp Bastion Airport,Camp Bastion,Afghanistan,OAZ
Obock Airport,Obock,Djibouti,OBC
Okeechobee County Airport,Okeechobee,United States,OBE
Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,OBF
Zoersel (Oostmalle) Airfield,Zoersel,Belgium,OBL
Oban Airport,North Connel,United Kingdom,OBN
Tokachi-Obihiro Airport,Obihiro,Japan,OBO
Aubenas-Ardèche Méridional Airport,Aubenas-vals-lanas,France,OBS
Kobuk Airport,Kobuk,United States,OBU
Ittoqqortoormiit Heliport,Ittoqqortoormiit,Greenland,OBY
Ocean Reef Club Airport,Ocean Reef Club Airport,United States,OCA
Francisco De Orellana Airport,Coca,Ecuador,OCC
Ocala International Airport - Jim Taylor Field,Ocala,United States,OCF
Boscobel Aerodrome,Ocho Rios,Jamaica,OCJ
Boolgeeda,Brockman,Australia,OCM
Oceanside Municipal Airport,Fraser Island,Australia,OCN
Aguas Claras Airport,Ocana,Colombia,OCV
Warren Field,Washington,United States,OCW
Córdoba Airport,Cordoba,Spain,ODB
Odense Airport,Odense,Denmark,ODE
RAF Odiham,Odiham,United Kingdom,ODH
Long Seridan Airport,Long Seridan,Malaysia,ODN
Bodaybo Airport,Bodaibo,Russia,ODO
Odessa International Airport,Odessa,Ukraine,ODS
Oudomsay Airport,Muang Xay,Laos,ODY
Oryol Yuzhny Airport,Oakley,United States,OEL
Vincent Fayks Airport,Paloemeu,Suriname,OEM
Örnsköldsvik Airport,Ornskoldsvik,Sweden,OER
Antoine de Saint Exupéry Airport,San Antonio Oeste,Argentina,OES
Offutt Air Force Base,Omaha,United States,OFF
Karl Stefan Memorial Airport,Norfolk  Nebraska,United States,OFK
Orangeburg Municipal Airport,Orangeburg,United States,OGB
Ogden Hinckley Airport,Ogden,United States,OGD
Kahului Airport,Kahului,United States,OGG
Eugene F. Correira International Airport,Georgetown,Guyana,OGL
Yonaguni Airport,Yonaguni Jima,Japan,OGN
Ogdensburg International Airport,Ogdensburg,United States,OGS
Ordu Giresun Airport,Ordu-Giresun,Turkey,OGU
Ain el Beida Airport,Ouargla,Algeria,OGX
Beslan Airport,Beslan,Russia,OGZ
RNZAF Base Ohakea,Ohakea,New Zealand,OHA
Ohrid St. Paul the Apostle Airport,Ohrid,Macedonia,OHD
Gu-Lian Airport,Mohe County,China,OHE
Okhotsk Airport,Okhotsk,Russia,OHO
Sohar Airport,Sohar,Oman,OHS
Ourilândia do Norte Airport,Ourilandia do Norte,Brazil,OIA
Oshima Airport,Oshima,Japan,OIM
Okushiri Airport,Okushiri,Japan,OIR
Oita Airport,Oita,Japan,OIT
Johnson County Executive Airport,Olathe,United States,OJC
Naha Airport,Okinawa,Japan,OKA
Will Rogers World Airport,Oklahoma City,United States,OKC
Okadama Airport,Sapporo,Japan,OKD
Okierabu Airport,Okierabu,Japan,OKE
Okaukuejo Airport,Okaukuejo,Namibia,OKF
Oki Airport,Oki Island,Japan,OKI
Okayama Airport,Okayama,Japan,OKJ
Kokomo Municipal Airport,Kokomo,United States,OKK
Oksibil Airport,Oksibil,Indonesia,OKL
Okmulgee Regional Airport,Okmulgee,United States,OKM
Okondja Airport,Okondja,Gabon,OKN
Yokota Air Base,Yokota,Japan,OKO
Yorke Island Airport,Yorke Island,Australia,OKR
Mokuti Lodge Airport,Mokuti Lodge,Namibia,OKU
Oakey Airport,Oakey,Australia,OKY
Ørland Airport,Orland,Norway,OLA
Olbia Costa Smeralda Airport,Olbia,Italy,OLB
Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,Brazil,OLC
L M Clayton Airport,Wolf Point,United States,OLF
North West Santo Airport,Olpoi,Vanuatu,OLJ
Oyo Ollombo Airport,Oyo,Congo (Brazzaville),OLL
Olympia Regional Airport,Olympia,United States,OLM
Olympic Dam Airport,Olympic Dam,Australia,OLP
Nogales International Airport,Nogales,United States,OLS
Olive Branch Airport,Olive Branch,United States,OLV
Olyokminsk Airport,Olekminsk,Russia,OLZ
Eppley Airfield,Omaha,United States,OMA
Omboue Hopital Airport,Omboue Hospial,Gabon,OMB
Ormoc Airport,Ormoc City,Philippines,OMC
Oranjemund Airport,Oranjemund,Namibia,OMD
Nome Airport,Nome,United States,OME
King Hussein Air College,Mafraq,Jordan,OMF
Urmia Airport,Uromiyeh,Iran,OMH
Omidiyeh Airport,Omidyeh,Iran,OMI
Mostar International Airport,Mostar,Bosnia and Herzegovina,OMO
Oradea International Airport,Oradea,Romania,OMR
Omsk Central Airport,Omsk,Russia,OMS
Ondangwa Airport,Ondangwa,Namibia,OND
Mornington Island Airport,Mornington Island,Australia,ONG
Odate Noshiro Airport,Odate Noshiro,Japan,ONJ
Olenyok Airport,Olenyok,Russia,ONK
Ontario Municipal Airport,Ontario,United States,ONO
Newport Municipal Airport,Newport,United States,ONP
Zonguldak Airport,Zonguldak,Turkey,ONQ
Onslow Airport,Onslow,Australia,ONS
Ontario International Airport,Ontario,United States,ONT
Enrique Adolfo Jimenez Airport,Colón,Panama,ONX
Toksook Bay Airport,Toksook Bay,United States,OOK
Gold Coast Airport,Coolangatta,Australia,OOL
Cooma Snowy Mountains Airport,Cooma,Australia,OOM
Opa-locka Executive Airport,Miami,United States,OPF
Francisco de Sá Carneiro Airport,Porto,Portugal,OPO
Presidente João Batista Figueiredo Airport,Sinop,Brazil,OPS
Balimo Airport,Balimo,Papua New Guinea,OPU
Orán Airport,Oran,Argentina,ORA
Örebro Airport,Orebro,Sweden,ORB
Chicago O'Hare International Airport,Chicago,United States,ORD
Orléans-Bricy (BA 123) Air Base,Orleans,France,ORE
Norfolk International Airport,Norfolk,United States,ORF
Zorg en Hoop Airport,Paramaribo,Suriname,ORG
Worcester Regional Airport,Worcester,United States,ORH
Orinduik Airport,Orinduik,Guyana,ORJ
Cork Airport,Cork,Ireland,ORK
Orlando Executive Airport,Orlando,United States,ORL
Es Senia Airport,Oran,Algeria,ORN
Orapa Airport,Orapa,Botswana,ORP
Northway Airport,Northway,United States,ORT
Juan Mendoza Airport,Oruro,Bolivia,ORU
Robert (Bob) Curtis Memorial Airport,Noorvik,United States,ORV
Ormara Airport,Ormara Raik,Pakistan,ORW
Oriximiná Airport,Oriximina,Brazil,ORX
Paris-Orly Airport,Paris,France,ORY
Oscoda Wurtsmith Airport,Oscoda,United States,OSC
Åre Östersund Airport,Östersund,Sweden,OSD
Ostafyevo International Airport,Moscow,Russia,OSF
Wittman Regional Airport,Oshkosh,United States,OSH
Osijek Airport,Osijek,Croatia,OSI
Oskarshamn Airport,Oskarshamn,Sweden,OSK
Oslo Lufthavn,Oslo,Norway,OSL
Mosul International Airport,Mosul,Iraq,OSM
Osan Air Base,Osan,South Korea,OSN
Redzikowo Air Base,Slupsk,Poland,OSP
Ostrava Leos Janáček Airport,Ostrava,Czech Republic,OSR
Osh Airport,Osh,Kyrgyzstan,OSS
Ostend-Bruges International Airport,Ostend,Belgium,OST
The Ohio State University Airport - Don Scott Field,Columbus,United States,OSU
Orsk Airport,Orsk,Russia,OSW
Namsos Høknesøra Airport,Namsos,Norway,OSY
Southwest Oregon Regional Airport,North Bend,United States,OTH
Pitu Airport,Morotai Island,Indonesia,OTI
Otjiwarongo Airport,Otjiwarongo,Namibia,OTJ
Tillamook Airport,Tillamook,United States,OTK
Ottumwa Regional Airport,Ottumwa,United States,OTM
Henri Coandă International Airport,Bucharest,Romania,OTP
Coto 47 Airport,Coto 47,Costa Rica,OTR
Otu Airport,Otu,Colombia,OTU
Ralph Wien Memorial Airport,Kotzebue,United States,OTZ
Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA
Angads Airport,Oujda,Morocco,OUD
Ouesso Airport,Ouesso,Congo (Kinshasa),OUE
Oudtshoorn Airport,Oudtshoorn,South Africa,OUH
Outer Skerries Airport,Outer Skerries,United Kingdom,OUK
Oulu Airport,Oulu,Finland,OUL
Tazadit Airport,Zouerat,Mauritania,OUZ
Bekily Airport,Bekily,Madagascar,OVA
Tolmachevo Airport,Novosibirsk,Russia,OVB
Asturias Airport,Aviles,Spain,OVD
Overberg Airport,Overberg,South Africa,OVG
Olavarria Airport,Olavarria,Argentina,OVR
Sovetskiy Airport,Sovetskiy,Russia,OVS
Owensboro Daviess County Airport,Owensboro,United States,OWB
Norwood Memorial Airport,Norwood,United States,OWD
Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,OXB
Waterbury Oxford Airport,Oxford,United States,OXC
Oxford (Kidlington) Airport,Oxford,United Kingdom,OXF
Oxnard Airport,Oxnard,United States,OXR
Goya Airport,Goya,Argentina,OYA
Oyem Airport,Oyem,Gabon,OYE
Oiapoque Airport,Oioiapoque,Brazil,OYK
Moyale Airport,Moyale,Kenya,OYL
Tres Arroyos Airport,Tres Arroyos,Argentina,OYO
Saint-Georges-de-l'Oyapock Airport,St.-georges Oyapock,French Guiana,OYP
Ozona Municipal Airport,Ozona,United States,OZA
Labo Airport,Ozamis,Philippines,OZC
Zagora Airport,Zagora,Morocco,OZG
Zaporizhzhia International Airport,Zaporozhye,Ukraine,OZH
Moron Air Base,Sevilla,Spain,OZP
Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,United States,OZR
Ouarzazate Airport,Ouarzazate,Morocco,OZZ
Hpa-N Airport,Hpa-an,Burma,PAA
Bilaspur Airport,Bilaspur,India,PAB
Marcos A. Gelabert International Airport,Panama,Panama,PAC
Paderborn Lippstadt Airport,Paderborn,Germany,PAD
Snohomish County (Paine Field) Airport,Everett,United States,PAE
Pagadian Airport,Pagadian,Philippines,PAG
Barkley Regional Airport,PADUCAH,United States,PAH
Parachinar Airport,Parachinar,Pakistan,PAJ
German Olano Air Base,La Dorada,Colombia,PAL
Tyndall Air Force Base,Panama City,United States,PAM
Pattani Airport,Pattani,Thailand,PAN
Palo Alto Airport of Santa Clara County,Palo Alto,United States,PAO
Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP
"Warren ""Bud"" Woods Palmer Municipal Airport",Palmer,United States,PAQ
Paros National Airport,Paros,Greece,PAS
Lok Nayak Jayaprakash Airport,Patina,India,PAT
Paulo Afonso Airport,Paulo Alfonso,Brazil,PAV
Port-de-Paix Airport,Port-de-Paix,Haiti,PAX
El Tajín National Airport,Poza Rico,Mexico,PAZ
Hermanos Serdán International Airport,Puebla,Mexico,PBC
Porbandar Airport,Porbandar,India,PBD
"Pine Bluff Regional Airport, Grider Field",Pine Bluff,United States,PBF
Plattsburgh International Airport,Plattsburgh,United States,PBG
Paro Airport,Thimphu,Bhutan,PBH
Palm Beach International Airport,West Palm Beach,United States,PBI
Tavie Airport,Paama Island,Vanuatu,PBJ
General Bartolome Salom International Airport,Puerto Cabello,Venezuela,PBL
Johan Adolf Pengel International Airport,Zandery,Suriname,PBM
Porto Amboim Airport,Porto Amboim,Angola,PBN
Paraburdoo Airport,Paraburdoo,Australia,PBO
Islita Airport,Nandayure,Costa Rica,PBP
Pimenta Bueno Airport,Pimenta Bueno,Brazil,PBQ
Puerto Barrios Airport,Puerto Barrios,Guatemala,PBR
Putao Airport,Putao,Burma,PBU
Plettenberg Bay Airport,Plettenberg Bay,South Africa,PBZ
Pondok Cabe Air Base,Jakarta,Indonesia,PCB
Prairie Du Chien Municipal Airport,Prairie du Chien,United States,PCD
Potchefstroom Airport,Potchefstroom,South Africa,PCF
Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,PCL
Picton Aerodrome,Picton,New Zealand,PCN
Principe Airport,Principe,Sao Tome and Principe,PCP
Boun Neau Airport,Phongsaly,Laos,PCQ
German Olano Airport,Puerto Carreno,Colombia,PCR
Picos Airport,Picos,Brazil,PCS
Obando Airport,Puerto Inírida,Colombia,PDA
Minangkabau International Airport,Padang,Indonesia,PDG
DeKalb Peachtree Airport,Atlanta,United States,PDK
João Paulo II Airport,Ponta Delgada,Portugal,PDL
Pendopo Airport,Talang Gudang-Sumatra Island,Indonesia,PDO
Capitan Corbeta CA Curbelo International Airport,Punta del Este,Uruguay,PDP
Piedras Negras International Airport,Piedras Negras,Mexico,PDS
Eastern Oregon Regional At Pendleton Airport,Pendleton,United States,PDT
Tydeo Larre Borges Airport,Paysandu,Uruguay,PDU
Plovdiv International Airport,Plovdiv,Bulgaria,PDV
Portland International Airport,Portland,United States,PDX
Penneshaw Airport,Penneshaw,Australia,PEA
Pardubice Airport,Pardubice,Czech Republic,PED
Bolshoye Savino Airport,Perm,Russia,PEE
Peenemünde Airport,Peenemunde,Germany,PEF
Perugia San Francesco d'Assisi – Umbria International Airport,Perugia,Italy,PEG
Comodoro Pedro Zanni Airport,Pehuajo,Argentina,PEH
Matecaña International Airport,Pereira,Colombia,PEI
Beijing Capital International Airport,Beijing,China,PEK
Padre Aldamiz International Airport,Puerto Maldonado,Peru,PEM
Penang International Airport,Penang,Malaysia,PEN
Pecos Municipal Airport,Pecos,United States,PEQ
Perth International Airport,Perth,Australia,PER
Petrozavodsk Airport,Petrozavodsk,Russia,PES
João Simões Lopes Neto International Airport,Pelotas,Brazil,PET
Puerto Lempira Airport,Puerto Lempira,Honduras,PEU
Pécs-Pogány Airport,Pécs-Pogány,Hungary,PEV
Peshawar International Airport,Peshawar,Pakistan,PEW
Pechora Airport,Pechora,Russia,PEX
Penza Airport,Penza,Russia,PEZ
Lauro Kurtz Airport,Passo Fundo,Brazil,PFB
Patreksfjörður Airport,Patreksfjordur,Iceland,PFJ
Panama City-Bay Co International Airport,Panama City,United States,PFN
Paphos International Airport,Paphos,Cyprus,PFO
Parsabade Moghan Airport,Parsabad,Iran,PFQ
Ilebo Airport,Ilebo,Congo (Kinshasa),PFR
Page Municipal Airport,Page,United States,PGA
Charlotte County Airport,Punta Gorda,United States,PGD
Perpignan-Rivesaltes (Llabanère) Airport,Perpignan,France,PGF
Pantnagar Airport,Nainital,India,PGH
Pangkal Pinang (Depati Amir) Airport,Pangkal Pinang,Indonesia,PGK
Persian Gulf International Airport,Khalije Fars,Iran,PGU
Pitt Greenville Airport,Greenville,United States,PGV
Périgueux-Bassillac Airport,Perigueux,France,PGX
Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,Ponta Grossa,Brazil,PGZ
Phan Rang Airport,Phan Rang,Vietnam,PHA
Prefeito Doutor João Silva Filho Airport,Parnaiba,Brazil,PHB
Port Harcourt International Airport,Port Hartcourt,Nigeria,PHC
Harry Clever Field,New Philadelpha,United States,PHD
Port Hedland International Airport,Port Hedland,Australia,PHE
Newport News Williamsburg International Airport,Newport News,United States,PHF
Palm Beach County Glades Airport,Pahokee,United States,PHK
Philadelphia International Airport,Philadelphia,United States,PHL
St Clair County International Airport,Port Huron,United States,PHN
Phitsanulok Airport,Phitsanulok,Thailand,PHS
Hendrik Van Eck Airport,Phalaborwa,South Africa,PHW
Phoenix Sky Harbor International Airport,Phoenix,United States,PHX
Phetchabun Airport,Phetchabun,Thailand,PHY
General Wayne A. Downing Peoria International Airport,Peoria,United States,PIA
